Date,HUR1,HUR2,HUR3,HUR4,MTB1,MTB2,MTB3,MTB4,WAP1,WAP2,WAP3,WAP4,STV1,STV2,STV3,STV4,SNO1,SNO2,SNO3,SNO4,LVN1,LVN2,LVN3,LVN4,MIS1,MIS2,MIS3,MIS4,CMT1,CMT2,CMT3,CMT4,PAR1,PAR2,PAR3,PAR4,WHP1,WHP2,WHP3,WHP4,TML1,TML2,TML3,TML4,MHM1,MHM2,MHM3,MHM4
1/21/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.00,0.12,0.10,0.04,0.00,0.04,0.31,0.20,0.06,0.26,0.29,0.22,0.03,0.25,0.44,0.27,0.02,0.29,0.35,0.32,0.03,0.35
1/22/2019,0.00,0.00,0.01,0.01,0.02,0.00,0.03,0.03,0.02,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1/23/2019,0.43,0.01,0.30,0.31,1.20,0.58,1.10,1.68,0.65,0.18,1.37,1.55,1.85,0.65,1.84,2.49,2.86,0.77,1.37,2.14,0.51,0.10,0.67,0.77,0.30,0.14,0.71,0.85,0.54,0.26,0.37,0.63,2.67,1.18,1.62,2.80,0.86,0.70,0.49,1.19,2.02,0.54,0.96,1.50,1.61,0.47,1.10,1.57
1/24/2019,0.08,0.01,0.00,0.01,0.10,0.14,0.00,0.14,0.16,0.14,0.00,0.14,0.66,0.35,0.00,0.35,0.78,0.36,0.01,0.37,0.07,0.01,0.00,0.01,0.06,0.13,0.00,0.13,0.33,0.00,0.00,0.00,1.73,0.72,0.03,0.75,0.59,0.29,0.01,0.30,0.53,0.71,0.01,0.72,0.37,0.75,0.00,0.75
1/25/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1/26/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1/27/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1/28/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1/29/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1/30/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1/31/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2/1/2019,0.17,0.00,0.05,0.05,0.72,0.00,0.94,0.94,0.04,0.00,0.17,0.17,0.00,0.00,0.04,0.04,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2/2/2019,0.35,0.11,0.03,0.14,2.54,1.97,0.67,2.64,0.26,0.31,0.44,0.75,0.80,0.15,0.47,0.62,1.23,0.18,0.27,0.45,0.00,0.07,0.02,0.09,0.02,0.03,0.04,0.07,0.78,1.14,0.21,1.35,0.78,0.42,0.53,0.95,0.32,0.09,0.34,0.43,0.30,0.09,0.34,0.43,0.19,0.11,0.28,0.39
2/3/2019,0.01,0.00,0.00,0.00,0.26,0.08,0.00,0.08,0.00,0.01,0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.06,0.01,0.00,0.01,0.25,0.00,0.41,0.41,0.17,0.00,0.30,0.30
2/4/2019,0.03,0.04,0.02,0.06,0.42,0.35,0.10,0.45,0.02,0.04,0.09,0.13,0.00,0.05,0.07,0.12,0.06,0.02,0.13,0.15,0.07,0.00,0.10,0.10,0.10,0.01,0.12,0.13,0.19,0.01,0.14,0.15,0.22,0.00,0.13,0.13,0.12,0.04,0.12,0.16,0.36,0.11,0.22,0.33,0.27,0.09,0.19,0.28
2/5/2019,0.01,0.09,0.00,0.09,0.01,0.00,0.00,0.00,0.04,0.06,0.00,0.06,0.05,0.02,0.00,0.02,0.12,0.16,0.00,0.16,0.05,0.17,0.00,0.17,0.26,0.34,0.02,0.36,0.14,0.21,0.02,0.23,0.19,0.18,0.01,0.19,0.24,0.27,0.04,0.31,0.30,0.34,0.05,0.39,0.14,0.26,0.03,0.29
2/6/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.04,0.00,0.00,0.00
2/7/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2/8/2019,0.00,0.00,0.03,0.03,0.00,0.00,0.12,0.12,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2/9/2019,0.42,0.33,0.13,0.46,0.10,0.01,0.01,0.02,0.18,0.05,0.18,0.23,0.41,0.04,0.21,0.25,0.52,0.08,0.28,0.36,0.25,0.00,0.27,0.27,0.19,0.00,0.28,0.28,0.16,0.04,0.42,0.46,0.76,0.07,0.51,0.58,0.13,0.01,0.29,0.30,0.51,0.08,0.72,0.80,0.33,0.03,0.71,0.74
2/10/2019,0.05,0.23,0.00,0.23,0.00,0.01,0.00,0.01,0.17,0.15,0.00,0.15,0.01,0.06,0.01,0.07,0.15,0.01,0.01,0.02,0.15,0.18,0.01,0.19,0.26,0.63,0.32,0.95,0.02,0.14,0.06,0.20,0.17,0.13,0.02,0.15,0.02,0.32,0.30,0.62,0.44,0.26,0.11,0.37,0.28,0.27,0.09,0.36
2/11/2019,0.41,0.04,0.29,0.33,0.24,0.00,0.22,0.22,0.06,0.00,0.10,0.10,0.55,0.00,0.43,0.43,0.51,0.00,0.44,0.44,0.24,0.00,0.14,0.14,0.29,0.00,0.23,0.23,0.41,0.00,0.31,0.31,0.51,0.00,0.60,0.60,nan,0.00,0.51,0.51,0.75,0.02,1.10,1.12,1.26,0.03,1.07,1.10
2/12/2019,0.45,0.16,0.33,0.49,0.75,0.02,0.75,0.77,0.44,0.01,0.43,0.44,1.24,0.13,0.84,0.97,1.93,0.16,1.03,1.19,0.82,0.09,0.56,0.65,0.41,0.17,0.66,0.83,1.09,0.33,1.05,1.38,1.79,0.43,1.47,1.90,0.50,0.44,1.15,1.59,1.50,1.73,1.28,3.01,1.75,1.65,1.29,2.94
2/13/2019,0.64,0.23,0.12,0.35,0.85,0.64,0.22,0.86,0.81,0.32,0.36,0.68,0.50,0.46,0.24,0.70,0.89,0.61,0.27,0.88,0.24,0.07,0.01,0.08,0.71,0.46,0.08,0.54,1.23,0.40,0.03,0.43,1.32,0.77,0.18,0.95,0.78,0.76,0.21,0.97,1.21,1.24,0.80,2.04,1.08,1.16,0.74,1.90
2/14/2019,0.29,0.01,0.00,0.01,0.35,0.01,0.00,0.01,0.04,0.05,0.00,0.05,0.08,0.20,0.00,0.20,0.26,0.09,0.00,0.09,0.05,0.00,0.00,0.00,0.05,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.10,0.00,0.10,0.17,0.11,0.02,0.13,0.08,0.09,0.03,0.12
2/15/2019,0.34,0.03,0.12,0.15,0.45,0.00,0.70,0.70,0.16,0.03,0.16,0.19,0.11,0.01,0.13,0.14,0.15,0.01,0.12,0.13,0.26,0.10,0.09,0.19,0.24,0.16,0.12,0.28,0.32,0.23,0.22,0.45,0.34,0.25,0.22,0.47,0.28,0.22,0.04,0.26,0.78,0.30,0.07,0.37,0.53,0.30,0.07,0.37
2/16/2019,0.04,0.14,0.01,0.15,0.29,0.42,0.14,0.56,0.02,0.07,0.06,0.13,0.10,0.14,0.13,0.27,0.10,0.11,0.01,0.12,0.00,0.06,0.00,0.06,0.01,0.18,0.00,0.18,0.06,0.17,0.00,0.17,0.23,0.16,0.05,0.21,0.04,0.19,0.07,0.26,0.30,0.19,0.34,0.53,0.20,0.18,0.31,0.49
2/17/2019,0.11,0.31,0.07,0.38,0.00,0.00,0.11,0.11,0.02,0.01,0.00,0.01,0.03,0.23,0.23,0.46,0.12,0.13,0.19,0.32,0.00,0.02,0.04,0.06,0.00,0.02,0.06,0.08,0.22,0.12,0.23,0.35,0.24,0.23,0.07,0.30,0.04,0.12,0.08,0.20,0.82,0.84,0.40,1.24,0.48,0.70,0.24,0.94
2/18/2019,0.18,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.01,0.13,0.00,0.01,0.00,0.01,0.11,0.01,0.00,0.01,0.02,0.07,0.01,0.08,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.00
2/19/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2/20/2019,0.31,0.06,0.36,0.42,0.34,0.35,0.45,0.80,0.05,0.05,0.20,0.25,0.30,0.23,0.70,0.93,0.69,0.19,0.78,0.97,0.00,0.00,0.03,0.03,0.00,0.01,0.08,0.09,0.52,0.07,0.52,0.59,1.22,0.18,0.93,1.11,0.35,0.12,0.60,0.72,1.42,0.09,1.44,1.53,0.95,0.05,1.32,1.37
2/21/2019,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.04,0.31,0.16,0.47,0.00,0.01,0.03,0.04,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.17,0.10,0.06,0.16,0.59,0.04,0.03,0.07,0.24,0.12,0.06,0.18,0.80,0.41,0.04,0.45,0.36,0.26,0.04,0.30
2/22/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2/23/2019,0.30,0.32,0.01,0.33,0.36,0.64,0.01,0.65,0.21,0.31,0.04,0.35,0.52,0.42,0.13,0.55,0.57,0.44,0.36,0.80,0.11,0.13,0.04,0.17,0.09,0.21,0.08,0.29,0.24,0.20,0.08,0.28,0.58,0.58,0.19,0.77,0.25,0.28,0.26,0.54,0.94,0.21,1.00,1.21,0.69,0.21,0.94,1.15
2/24/2019,0.05,0.06,0.13,0.19,0.02,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.07,0.07,0.02,0.09,0.17,0.13,0.15,0.28,0.11,0.10,0.23,0.33,0.08,0.09,0.12,0.21,0.06,0.05,0.07,0.12,0.15,0.19,0.14,0.33,0.21,0.06,0.10,0.16,0.68,0.32,0.77,1.09,0.65,0.26,0.82,1.08
2/25/2019,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.05,0.03,0.00,0.03,0.00,0.02,0.00,0.02,0.01,0.04,0.00,0.04,0.12,0.18,0.00,0.18,0.17,0.31,0.00,0.31,0.01,0.09,0.03,0.12,0.10,0.24,0.13,0.37,0.15,0.17,0.05,0.22,0.90,0.29,0.11,0.40,0.69,0.33,0.11,0.44
2/26/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.01,0.16,0.01,0.12,0.00,0.12,0.01,0.12,0.02,0.14,0.11,0.26,0.01,0.27,0.24,0.38,0.05,0.43,0.28,0.50,0.06,0.56
2/27/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.04,0.04,0.01,0.00,0.03,0.03,0.07,0.00,0.16,0.16,0.03,0.00,0.17,0.17
2/28/2019,0.01,0.02,0.01,0.03,0.12,0.00,0.19,0.19,0.12,0.03,0.00,0.03,0.14,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.21,0.04,0.00,0.04,0.02,0.12,0.01,0.13,0.01,0.05,0.01,0.06,0.15,0.04,0.00,0.04,0.11,0.10,0.02,0.12,0.09,0.10,0.03,0.13
3/1/2019,0.00,0.00,0.00,0.00,0.00,0.08,0.14,0.22,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.07,0.00,0.09,0.09
3/2/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.05,0.00,0.00,0.00
3/3/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3/4/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3/5/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3/6/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.25,0.25,0.01,0.00,0.25,0.25
3/7/2019,0.00,0.00,0.00,0.00,0.52,0.11,0.41,0.52,0.15,0.10,0.15,0.25,0.15,0.03,0.17,0.20,0.16,0.03,0.14,0.17,0.32,0.16,0.06,0.22,0.21,0.23,0.12,0.35,0.32,0.19,0.15,0.34,0.51,0.18,0.22,0.40,0.18,0.16,0.28,0.44,0.50,0.29,0.31,0.60,0.27,0.32,0.23,0.55
3/8/2019,0.21,0.43,0.12,0.55,0.32,0.11,0.03,0.14,0.01,0.06,0.07,0.13,0.17,0.18,0.43,0.61,0.26,0.34,0.47,0.81,0.00,0.01,0.01,0.02,0.01,0.04,0.03,0.07,0.27,0.11,0.09,0.20,0.30,0.36,0.35,0.71,0.27,0.17,0.14,0.31,0.46,0.53,0.41,0.94,0.31,0.51,0.38,0.89
3/9/2019,0.01,0.01,0.01,0.02,0.03,0.03,0.00,0.03,0.00,0.01,0.03,0.04,0.00,0.01,0.02,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.07,0.00,0.07,0.16,0.20,0.07,0.27,0.21,0.20,0.19,0.39,0.06,0.01,0.13,0.14,0.63,0.24,0.24,0.48,0.41,0.21,0.12,0.33
3/10/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3/11/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3/12/2019,0.23,0.04,0.48,0.52,0.53,0.17,0.14,0.31,0.12,0.04,0.59,0.63,0.32,0.00,0.80,0.80,0.60,0.00,0.76,0.76,0.01,0.00,0.07,0.07,0.02,0.00,0.08,0.08,0.07,0.00,0.31,0.31,0.68,0.00,0.97,0.97,0.26,0.00,0.55,0.55,0.22,0.00,0.57,0.57,0.20,0.00,0.54,0.54
3/13/2019,0.06,0.00,0.00,0.00,0.21,0.09,0.01,0.10,0.11,0.16,0.03,0.19,0.21,0.35,0.46,0.81,0.29,0.45,0.19,0.64,0.01,0.01,0.00,0.01,0.01,0.02,0.00,0.02,0.58,0.24,0.48,0.72,1.28,0.65,0.85,1.50,0.46,0.67,0.61,1.28,1.65,0.77,0.72,1.49,1.19,0.75,0.57,1.32
3/14/2019,0.00,0.00,0.00,0.00,0.00,0.11,0.01,0.12,0.01,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.11,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.27,0.01,0.00,0.01,0.08,0.01,0.00,0.01,0.38,0.05,0.00,0.05,0.14,0.00,0.00,0.00
3/15/2019,0.01,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3/16/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3/17/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
