Date,HUR1,HUR2,HUR3,HUR4,MTB1,MTB2,MTB3,MTB4,WAP1,WAP2,WAP3,WAP4,STV1,STV2,STV3,STV4,SNO1,SNO2,SNO3,SNO4,LVN1,LVN2,LVN3,LVN4,MIS1,MIS2,MIS3,MIS4,CMT1,CMT2,CMT3,CMT4,PAR1,PAR2,PAR3,PAR4,WHP1,WHP2,WHP3,WHP4,TML1,TML2,TML3,TML4,MHM1,MHM2,MHM3,MHM4
3/18/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3/19/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3/20/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3/21/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3/22/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3/23/2019,0.01,0.00,0.01,0.01,0.22,0.00,0.75,0.75,0.01,0.00,0.01,0.01,0.01,0.00,0.10,0.10,0.02,0.00,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.03,0.05,0.02,0.07,0.06,0.09,0.19,0.28,0.02,0.03,0.07,0.10,0.19,0.20,0.10,0.30,0.10,0.19,0.08,0.27
3/24/2019,0.02,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.09,0.13,0.08,0.21,0.00,0.05,0.08,0.13
3/25/2019,0.00,0.00,0.00,0.00,0.02,0.04,0.00,0.04,0.28,0.09,0.01,0.10,0.19,0.19,0.01,0.20,0.00,0.11,0.01,0.12,0.22,0.12,0.01,0.13,0.38,0.45,0.00,0.45,0.24,0.18,0.02,0.20,0.10,0.17,0.00,0.17,0.08,0.08,0.01,0.09,0.02,0.03,0.00,0.03,0.00,0.00,0.00,0.00
3/26/2019,0.24,0.04,0.16,0.20,0.46,0.00,0.94,0.94,0.24,0.00,0.28,0.28,0.27,0.00,0.28,0.28,0.32,0.01,0.17,0.18,0.17,0.00,0.01,0.01,0.18,0.00,0.23,0.23,0.31,0.06,0.38,0.44,0.43,0.21,0.40,0.61,0.24,0.04,0.42,0.46,0.30,0.29,0.24,0.53,0.23,0.25,0.20,0.45
3/27/2019,0.05,0.10,0.00,0.10,0.40,0.24,0.00,0.24,0.04,0.02,0.00,0.02,0.04,0.13,0.00,0.13,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3/28/2019,0.00,0.00,0.01,0.01,0.00,0.00,0.07,0.07,0.00,0.00,0.02,0.02,0.00,0.00,0.07,0.07,0.00,0.00,0.04,0.04,0.00,0.00,0.28,0.28,0.00,0.00,0.62,0.62,0.00,0.00,0.16,0.16,0.02,0.05,0.24,0.29,0.00,0.01,0.16,0.17,0.27,0.28,0.15,0.43,0.21,0.32,0.14,0.46
3/29/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.03,0.00,0.08,0.08,0.03,0.01,0.00,0.01,0.02,0.08,0.10,0.18,0.00,0.07,0.00,0.07,0.03,0.06,0.00,0.06
3/30/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.07,0.01,0.08,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.39,0.24,0.15,0.39,0.10,0.25,0.22,0.47,0.16,0.08,0.03,0.11,0.19,0.05,0.00,0.05,0.05,0.04,0.00,0.04
3/31/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01
4/1/2019,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.08,0.08
4/2/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.21,0.04,0.25,0.20,0.10,0.01,0.11
4/3/2019,0.06,0.00,0.16,0.16,0.19,0.00,0.18,0.18,0.00,0.00,0.02,0.02,0.05,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.02,0.21,0.01,0.18,0.19,0.03,0.00,0.04,0.04,0.38,0.26,0.17,0.43,0.23,0.20,0.11,0.31
4/4/2019,0.04,0.02,0.00,0.02,1.64,0.71,0.03,0.74,0.05,0.32,0.14,0.46,0.69,0.42,0.11,0.53,0.61,0.37,0.02,0.39,0.00,0.03,0.00,0.03,0.07,0.13,0.00,0.13,0.26,0.17,0.00,0.17,0.27,0.53,0.00,0.53,0.36,0.79,0.08,0.87,0.87,0.49,0.08,0.57,0.44,0.49,0.08,0.57
4/5/2019,0.02,0.00,0.05,0.05,0.13,0.00,0.00,0.00,0.02,0.00,0.01,0.01,0.00,0.00,0.02,0.02,0.06,0.00,0.06,0.06,0.02,0.00,0.03,0.03,0.02,0.00,0.15,0.15,0.12,0.00,0.15,0.15,0.28,0.00,0.38,0.38,0.05,0.00,0.18,0.18,0.73,0.07,0.57,0.64,0.75,0.04,0.56,0.60
4/6/2019,0.38,0.04,0.08,0.12,1.12,0.53,0.17,0.70,0.24,0.18,0.15,0.33,0.67,0.24,0.17,0.41,0.64,0.28,0.10,0.38,0.12,0.13,0.00,0.13,0.57,0.19,0.00,0.19,0.47,0.46,0.06,0.52,0.39,0.49,0.13,0.62,0.56,0.34,0.12,0.46,0.98,0.65,0.16,0.81,0.38,0.63,0.15,0.78
4/7/2019,0.91,0.24,0.12,0.36,0.68,1.37,0.75,2.12,0.31,0.44,0.17,0.61,0.48,0.39,0.18,0.57,0.68,0.43,0.16,0.59,0.56,0.88,0.03,0.91,0.50,0.47,0.03,0.50,1.02,0.93,0.17,1.10,0.80,1.05,0.55,1.60,0.78,0.54,0.21,0.75,1.53,1.03,1.35,2.38,1.55,1.03,1.35,2.38
4/8/2019,0.10,0.00,0.00,0.00,0.23,0.03,0.00,0.03,0.06,0.06,0.00,0.06,0.14,0.06,0.01,0.07,0.16,0.11,0.03,0.14,0.08,0.03,0.01,0.04,0.33,0.13,0.01,0.14,0.16,0.10,0.17,0.27,0.45,0.14,0.12,0.26,0.39,0.13,0.15,0.28,3.85,1.10,0.72,1.82,2.90,1.09,1.06,2.15
4/9/2019,0.63,0.04,0.17,0.21,0.42,0.13,0.39,0.52,0.09,0.28,0.09,0.37,0.54,0.17,0.36,0.53,0.92,0.45,0.23,0.68,0.04,0.19,0.02,0.21,0.23,0.21,0.08,0.29,0.81,0.25,0.23,0.48,0.83,0.48,0.20,0.68,0.70,0.50,0.28,0.78,2.28,1.75,1.23,2.98,1.92,1.85,1.04,2.89
4/10/2019,0.01,0.02,0.00,0.02,0.08,0.08,0.01,0.09,0.06,0.05,0.00,0.05,0.33,0.08,0.03,0.11,0.76,0.08,0.05,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.25,0.06,0.31,1.22,0.36,0.16,0.52,0.16,0.25,0.16,0.41,0.48,1.46,0.17,1.63,0.88,1.40,0.07,1.47
4/11/2019,0.23,0.07,0.32,0.39,0.56,0.59,0.25,0.84,0.08,0.07,0.06,0.13,0.85,0.28,0.67,0.95,1.56,0.43,0.89,1.32,0.15,0.00,0.01,0.01,0.00,0.02,0.03,0.05,0.46,0.06,0.49,0.55,1.53,0.54,1.27,1.81,0.78,0.27,0.88,1.15,0.09,0.62,2.04,2.66,1.07,0.39,1.84,2.23
4/12/2019,0.17,0.14,0.21,0.35,0.23,0.16,0.14,0.30,0.17,0.09,0.02,0.11,0.39,0.20,0.42,0.62,0.96,0.31,0.30,0.61,0.11,0.00,0.02,0.02,0.09,0.04,0.01,0.05,0.35,0.26,0.42,0.68,1.04,0.52,0.80,1.32,0.28,0.22,0.24,0.46,0.27,0.73,1.25,1.98,0.89,0.49,0.98,1.47
4/13/2019,0.00,0.01,0.00,0.01,0.07,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.12,0.08,0.00,0.08,0.13,0.02,0.02,0.04,0.00,0.00,0.00,0.00,0.04,0.06,0.00,0.06,0.14,0.35,0.01,0.36,0.22,0.06,0.06,0.12,0.10,0.09,0.01,0.10,0.98,0.51,0.08,0.59,0.03,0.12,0.00,0.12
4/14/2019,0.47,0.07,0.13,0.20,0.94,1.42,0.16,1.58,0.06,0.37,0.14,0.51,0.65,0.47,0.35,0.82,0.94,0.36,0.17,0.53,0.07,0.17,0.01,0.18,0.03,0.35,0.09,0.44,0.34,0.18,0.09,0.27,0.56,0.74,0.26,1.00,0.53,0.51,0.27,0.78,0.12,0.66,0.47,1.13,0.48,0.53,0.39,0.92
4/15/2019,0.06,0.19,0.01,0.20,0.36,0.10,0.10,0.20,0.14,0.10,0.01,0.11,0.06,0.19,0.35,0.54,0.62,0.30,0.10,0.40,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.16,0.10,0.07,0.17,0.26,0.24,0.13,0.37,0.29,0.20,0.18,0.38,0.18,0.73,0.12,0.85,0.18,0.58,0.07,0.65
4/16/2019,0.00,0.15,0.00,0.15,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.12,0.00,0.01,0.01,0.34,0.02,0.02,0.04,0.16,0.01,0.02,0.03
4/17/2019,0.00,0.00,0.00,0.00,0.52,0.00,0.22,0.22,0.07,0.00,0.01,0.01,0.33,0.01,0.13,0.14,0.47,0.03,0.12,0.15,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.18,0.00,0.00,0.00,0.11,0.04,0.06,0.10,0.31,0.01,0.18,0.19,0.99,0.06,0.12,0.18,0.10,0.04,0.08,0.12
4/18/2019,0.02,0.00,0.03,0.03,0.09,0.03,0.05,0.08,0.03,0.01,0.00,0.01,0.21,0.13,0.03,0.16,0.12,0.14,0.03,0.17,0.00,0.00,0.01,0.01,0.00,0.09,0.00,0.09,0.07,0.00,0.00,0.00,0.01,0.13,0.01,0.14,0.04,0.04,0.00,0.04,0.36,0.01,0.00,0.01,0.03,0.01,0.00,0.01
4/19/2019,0.78,0.03,0.04,0.07,1.47,0.27,0.23,0.50,0.74,0.22,0.64,0.86,0.42,0.22,0.78,1.00,0.05,0.17,0.45,0.62,0.00,0.08,0.01,0.09,0.01,0.08,0.00,0.08,0.03,0.05,0.02,0.07,0.10,0.14,0.13,0.27,0.02,0.03,0.04,0.07,0.00,0,0,0.00,0.00,0.00,0.00,0.00
4/20/2019,0.04,0.04,0.00,0.04,0.79,0.61,0.00,0.61,0.29,0.14,0.01,0.15,0.51,0.58,0.00,0.58,0.36,0.43,0.02,0.45,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.33,0.03,0.01,0.04,0.35,0.09,0.01,0.10,0.20,0.07,0.01,0.08,0.09,0.00,0.03,0.03,0.00,0.00,0.01,0.01
4/21/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.27,0.02,0.29,0.00,0.11,0.00,0.11
4/22/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4/23/2019,0.28,0.17,0.00,0.17,0.20,0.07,0.02,0.09,0.03,0.00,0.03,0.03,0.09,0.05,0.22,0.27,0.14,0.06,0.25,0.31,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.01,0.07,0.01,0.05,0.06,0.52,0.06,0.52,0.58,0.16,0.00,0.37,0.37,0.45,0.00,0.06,0.06,0.34,0.00,0.07,0.07
4/24/2019,0.00,0.00,0.00,0.00,0.78,0.01,0.00,0.01,0.01,0.01,0.00,0.01,0.05,0.05,0.00,0.05,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.02,0.00,0.02,0.01,0.10,0.05,0.15,0.63,0.07,0.02,0.09,0.32,0.04,0.00,0.04
4/25/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4/26/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4/27/2019,0.00,0.00,0.02,0.02,0.34,0.00,0.28,0.28,0.02,0.00,0.01,0.01,0.11,0.00,0.01,0.01,0.05,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4/28/2019,0.00,0.02,0.03,0.05,0.45,0.01,0.00,0.01,0.04,0.04,0.04,0.08,0.41,0.15,0.02,0.17,0.43,0.08,0.00,0.08,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.34,0.03,0.00,0.03,0.23,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.01,0.00,0.00,0.00
4/29/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4/30/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.05,0.06,0.06,0.01,0.06,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/1/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/2/2019,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/3/2019,0.00,0.00,0.00,0.00,0.04,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/4/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/5/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/6/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/7/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/8/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/9/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/10/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/11/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/12/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/13/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00